ham	"Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx"
ham	Lol I would but despite these cramps I like being a girl.
ham	Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
spam	FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham	Thanks for loving me so. You rock
ham	So that means you still think of teju
ham	It is only yesterday true true.
spam	Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
ham	Wat r u doing?
ham	I don't know but I'm raping dudes at poker
ham	Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?
ham	Captain is in our room:)
ham	I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham	K..i deleted my contact that why?
ham	Still in customer place
ham	Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx
ham	I thank you so much for all you do with selflessness. I love you plenty.
ham	Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham	Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
ham	Remind me how to get there and I shall do so
ham	I am waiting machan. Call me once you free.
ham	U should have made an appointment
ham	Howz that persons story
ham	Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
ham	No current and food here. I am alone also
ham	ITS A LAPTOP TAKE IT WITH YOU.
ham	That's a shame! Maybe cld meet for few hrs tomo?
ham	Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
ham	Almost there, see u in a sec
ham	Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
ham	Hey i will be late... i'm at amk. Need to drink tea or coffee
ham	But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
ham	He remains a bro amongst bros
ham	Draw va?i dont think so:)
spam	Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=
ham	Lol they were mad at first but then they woke up and gave in.
ham	Just arrived, see you in a couple days &lt;3
ham	Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
spam	We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
ham	Haha, that was the first person I was gonna ask
ham	I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.
ham	I like dis sweater fr mango but no more my size already so irritating.
ham	Aight yo, dats straight dogg
ham	I've sent ü my part..
ham	Welp apparently he retired
ham	Gr8. So how do you handle the victoria island traffic. Plus when's the album due
ham	I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!
ham	K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas
ham	Mom wants to know where you at
ham	S....s...india going to draw the series after many years in south african soil..
ham	Oh ok..
ham	Aight should I just plan to come up later tonight?
ham	As in i want custom officer discount oh.
ham	Alright omw, gotta change my order to a half8th
ham	Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
ham	Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
spam	Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
ham	What you did in  leave.
ham	How much r ü willing to pay?
ham	Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
ham	Whos this am in class:-)
ham	K.:)you are the only girl waiting in reception ah?
ham	Got it! It looks scrumptious... daddy wants to eat you all night long!
ham	Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
ham	Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
ham	Lol no ouch but wish i'd stayed out a bit longer
ham	Yup but it's not giving me problems now so mayb i'll jus leave it...
ham	How is it possible to teach you. And where.
ham	HMM yeah if your not too grooved out! And im looking forward to my pound special :)
spam	Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8
ham	But am going to college pa. What to do. are else ill come there it self. Pa.
ham	Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)
ham	Edison has rightly said, "A fool can ask more questions than a wise man can answer" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)
ham	The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
ham	Hey i've booked the 2 lessons on sun liao...
ham	I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
ham	But i'm surprised she still can guess right lor...
ham	So the sun is anti sleep medicine.
spam	YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
ham	I am going to sleep. I am tired of travel.
ham	U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
ham	From tomorrow onwards eve 6 to 3 work.
ham	Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham	Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.
ham	Ah, well that confuses things, doesn‘t it?
ham	When you came to hostel.
ham	Headin towards busetop
ham	Okay, good, no problem, and thanx!
ham	 gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
ham	Princess, is your kitty shaved or natural?
spam	For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.
ham	Hope youre not having too much fun without me!! see u tomorrow love jess x
ham	K.k..how is your sister kids?
ham	It's that time of the week again, ryan
ham	It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
ham	SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
ham	i cant talk to you now.i will call when i can.dont keep calling.
ham	Re your call; You didn't see my facebook huh?
ham	I'm leaving my house now...
ham	Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj
ham	Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
ham	I havent lei.. Next mon can?
ham	Yup song bro. No creative. Neva test quality. He said check review online.
ham	Nokia phone is lovly..
ham	Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham	Sorry de i went to shop.
ham	Wait 2 min..stand at bus stop
spam	0A$NETWORKS allow companies to bill for SMS, so they are responsible for their "suppliers", just as a shop has to give a guarantee on what they sell. B. G.
ham	Just making dinner, you ?
ham	K. I will sent it again
ham	Ya ok, then had dinner?
ham	Wat would u like 4 ur birthday?
ham	Stop knowing me so well!
ham	HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
ham	Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much
ham	Hey what are you doing. Y no reply pa..
ham	Haha yeah I see that now, be there in a sec
ham	Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
ham	Oh fine, I'll be by tonight
ham	He says hi and to get your ass back to south tampa (preferably at a kegger)
ham	Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
ham	Oh did you charge camera
ham	Ugh just got outta class
ham	If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to
spam	Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham	Are you willing to go for apps class.
ham	Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
ham	Ok.
ham	* Am on my way
ham	I surely dont forgot to come:)i will always be in touch in with you:-)
ham	The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham	Hi.:)technical support.providing assistance to us customer through call and email:)
ham	And very importantly, all we discuss is between u and i only.
spam	Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
ham	Can ü call me at 10:10 to make sure dat i've woken up...
ham	Oh that was a forwarded message. I thought you send that to me
ham	Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '
spam	Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham	Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:"if it is made by my students,this wont even start........ Datz confidence..
ham	I place all ur points on e cultures module already.
ham	Oh yeah clearly it's my fault
ham	Yes when is the appt again?
ham	That's fine, have him give me a call if he knows what he wants or has any questions
spam	You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
ham	Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please 
ham	Two teams waiting for some players
ham	Yeah we wouldn't leave for an hour at least, how's 4 sound?
ham	Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc
ham	Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.
ham	What time should I tell my friend to be around?
ham	Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham	Are there TA jobs available? Let me know please cos i really need to start working
ham	K..k:)how about your training process?
ham	If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
ham	I am not having her number sir
ham	Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham	Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham	Does daddy have a bb now.
ham	I thought slide is enough.
ham	Good. do you think you could send me some pix? I would love to see your top and bottom...
ham	Lol its ok I didn't remember til last nite
spam	Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
ham	I have to take exam with march 3
ham	Ok which your another number
ham	This is one of the days you have a billion classes, right?
ham	Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
ham	I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book
ham	So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
ham	Ok...
ham	Ok no prob
spam	Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
ham	Anything...
spam	Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+
ham	Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!
ham	University of southern california.
ham	I didnt get ur full msg..sometext is missing, send it again
ham	When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
ham	Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham	Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham	Ok da, i already planned. I wil pick you.
ham	Yo we are watching a movie on netflix
ham	No da if you run that it activate the full version da.
spam	Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
spam	GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
ham	Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
ham	Sorry da thangam.it's my mistake.
ham	Sounds like you have many talents! would you like to go on a dinner date next week?
ham	Ok... I din get ur msg...
ham	How are you. Its been ages. How's abj
ham	This phone has the weirdest auto correct.
ham	alright, I'll make sure the car is back tonight
ham	I'll see if I can swing by in a bit, got some things to take care of here firsg
ham	(And my man carlos is definitely coming by mu tonight, no excuses)
ham	Hi mom we might be back later than  &lt;#&gt; 
ham	No messages on her phone. I'm holding it now
ham	Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
ham	Haha... Really oh no... How? Then will they deduct your lesson tmr?
ham	I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
ham	We live in the next  &lt;#&gt; mins
ham	K tell me anything about you.
ham	Have you been practising your curtsey?
ham	I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham	Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham	, im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, 
spam	Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
spam	Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
ham	I will once i get home
spam	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470
ham	Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)
ham	Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
ham	Will you come online today night
ham	Dunno lei shd b driving lor cos i go sch 1 hr oni.
ham	Din i tell u jus now 420
ham	Great. I'm in church now, will holla when i get out
ham	Does she usually take fifteen fucking minutes to respond to a yes or no question
ham	Then why you came to hostel.
ham	R ü going 4 today's meeting?
ham	I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham	Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham	I got your back! Do you have any dislikes in bed?
ham	Nah im goin 2 the wrks with j wot bout u?
ham	Tmrw. Im finishing 9 doors
ham	Single line with a big meaning::::: "Miss anything 4 ur "Best Life" but, don't miss ur best life for anything... Gud nyt...
ham	Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
spam	Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham	Haha I heard that, text me when you're around
ham	One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
ham	Yun buying... But school got offer 2000 plus only...
ham	Hmm .. Bits and pieces lol ... *sighs* ...
ham	Apps class varaya elaya.
ham	Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb
spam	Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
ham	Jay's getting really impatient and belligerent
spam	You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P
ham	Even my brother is not like to speak with me. They treat me like aids patent.
ham	Hey now am free you can call me.
spam	Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
ham	Are you planning to come chennai?
ham	Hello! Good week? Fancy a drink or something later?
ham	Watching ajith film ah?
ham	Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
ham	Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham	HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
ham	Or ü go buy wif him then i meet ü later can?
ham	How r ü going to send it to me?
ham	Nobody names their penis a girls name this story doesn't add up at all
ham	Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
ham	Happy birthday to you....dear.with lots of love.rakhesh NRI
ham	It could work, we'll reach a consensus at the next meeting
spam	You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18
ham	Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham	I'm vivek:)i got call from your number.
ham	My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar
ham	I'm hungry buy smth home...
ham	I have no idea where you are
ham	Wot about on wed nite I am 3 then but only til 9!
ham	Do we have any spare power supplies
ham	Mm you ask him to come its enough :-)
ham	The table's occupied, I'm waiting by the tree
ham	"Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry"
ham	Have your lunch and come quickly and open the door:)
spam	thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
ham	Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham	"HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U"
ham	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
ham	No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?
ham	I hav almost reached. Call, i m unable to connect u.
spam	CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
ham	No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
ham	For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham	Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham	At the funeral home with Audrey and dad
ham	Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham	I know a few people I can hit up and fuck to the yes
ham	Oh:)as usual vijay film or its different?
ham	Yup... How ü noe leh...
ham	Shall i get my pouch?
spam	Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
ham	Happy new years melody!
ham	Ha... U jus ate honey ar? So sweet...
ham	Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
ham	Its ok, called mom instead have fun
ham	When did you get to the library
ham	Which is weird because I know I had it at one point
ham	Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham	That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham	Leave it de:-). Start Prepare for next:-)..
ham	Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
ham	Dare i ask... Any luck with sorting out the car?
ham	Its  &lt;#&gt; k here oh. Should i send home for sale.
ham	As in different styles?
ham	Also track down any lighters you can find
